Compound,Smiles,pka,prot_smiles,deprot_smiles,acid_base_type,acid_base_string,prot_charge,deprot_charge,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,CCSO,NCSO,nA,nN,nD,nC,nF,nQ,nG,nH,nI,nP,nL,nK,nM,nT,nY,nV,nW,LipinskiFailures,nBase,ALogp2,nAcid,nRings4,nRings7,tpsaEfficiency,WTPT.5,PetitjeanNumber,MDEC.44,MDEO.11,MDEO.12,MDEN.11,MDEN.12,MDEN.13,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.tCH,khs.dsCH,khs.sssCH,khs.ddC,khs.dssC,khs.aaaC,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sPH2,khs.dsssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sssdAs,khs.sBr,khs.sI,HybRatio,FMF,SC.6,VC.4,VC.6,VCH.4,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,nHBDon,nHBAcc,apol
6035,CC(c1cc2ccccc2s1)N(O)C(N)=O,10.19999981,CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(c1cc2ccccc2s1)N([O-])C(N)=O,acidic,A,0,-1,4.8556,2.7799,3.3055,-1.330807839,-15.93948375,-15.77891969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69139369,0,0,0,0.4015895,5.488742552,0.5,0,0.333333333,0,0,0,0.5,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.181818182,0.5625,0,0,0,0,0.271224921,0,0,0,7,1,1,1,0,0,2,2,34.065516
6038,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,7.599999905,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,CCC1(c2ccccc2)C(=O)[N-]C(=O)N(C)C1=O,acidic,A,0,-1,8.043,1.1224,3.587,-1.232982792,-17.84651052,-16.52134321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33050756,0,0,0,0.270133606,6.151239745,0.5,0,0.75,0,0,0,0,0.5,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.666666667,0.121416923,0.044194174,0.031821205,0,0.063999092,0,0,2,5,1,1,1,0,1,1,5,36.821102
6048,CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C,10.60000038,CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C,CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)[N-]C)c(=O)c2c1C,acidic,A,0,-1,15.678,2.7326,8.547,-1.221940727,-42.1001434,-34.94493308,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6.74908441,0,0,0,0.327531359,12.3809592,0.5,0,1.907640749,1.898185709,0,0,0,0.877205321,0,4,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,0,1,0,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0.432432432,0.083333333,0.025499586,0.007361096,0,0.125276444,0,0,3,8,4,7,0,0,0,3,11,74.626204
6051,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,7.900000095,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,CCS(=O)(=O)c1ccc(CC(=O)[N-]c2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,acidic,A,0,-1,12.3112,0.821,4.37,-4.06584608,-22.54192161,-24.40241396,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.666896,0,0,0,0.264883583,6.257001459,0.470588235,0,0.821836574,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.115384615,0.794117647,0.102062073,0.03606186,0.01202062,0,0.207802139,0,0,1,18,3,2,1,0,0,1,6,71.637446
6052,CC[C@H](C(=O)NO)[C@H](C(=O)N1CCCC[C@H]1C(=O)NC)c1ccc(Cl)cc1,9.199999809,CC[C@H](C(=O)NO)[C@H](C(=O)N1CCCC[C@H]1C(=O)NC)c1ccc(Cl)cc1,CC[C@H](C(=O)N[O-])[C@H](C(=O)N1CCCC[C@H]1C(=O)NC)c1ccc(Cl)cc1,acidic,A,0,-1,11.1092,3.0089,5.7765,0.913671128,-28.66610899,-25.14048757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.01925376,0,0,0,0.24987272,8.884609253,0.454545455,0,1.062658569,0,0,0,0,0.516397779,0,2,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.526315789,0.518518519,0,0,0,0,0.112084269,0,0,3,5,1,2,5,2,0,3,5,59.464618
6056,CCc1ccc(/C=C2/SC(=S)NC2=O)cc1,5.800000191,CCc1ccc(/C=C2/SC(=S)NC2=O)cc1,CCc1ccc(/C=C2/SC(=S)[N-]C2=O)cc1,acidic,A,0,-1,4.5439,0.9801,1.7966,-1.149139579,-9.090033461,-10.12593212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.31714244,0,0,0,0.347310055,2.957912195,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.166666667,0.75,0,0,0,0,0.16821851,0,0,1,6,2,1,1,0,0,1,2,36.156723
6059,CN(CCO)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,8.300000191,CN(CCO)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,CN(CCO)c1cc2c(=O)n([N-]S(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,acidic,A,0,-1,9.0543,3.2661,6.4484,0.01166348,-32.28855163,-27.43824092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88116676,0,0,0,0.335494959,12.68516984,0.454545455,0,1.704179999,0,0,0,0,1.437216448,0.2,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.384615385,0.384615385,0.11785113,0.064497903,0.003896748,0,0.07510298,0,0,1,4,2,3,0,0,0,3,7,45.862895
6060,CN(n1c(=O)[nH]c2cc(Cl)ccc2c1=O)S(C)(=O)=O,8.399999619,CN(n1c(=O)[nH]c2cc(Cl)ccc2c1=O)S(C)(=O)=O,CN(n1c(=O)[n-]c2cc(Cl)ccc2c1=O)S(C)(=O)=O,acidic,A,0,-1,7.1203,1.0233,4.095,-1.181094646,-20.09455067,-15.75628585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01040676,0,0,0,0.332070381,9.633619869,0.444444444,0,1.450962705,0,0,0,0,0.816496581,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.2,0.526315789,0.166666667,0.045615046,0.020399669,0,0.085131815,0,0,1,5,1,0,0,0,0,1,5,35.85593
6062,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,9.010000229,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,CN1C(=O)N(C[C@H](C(=O)N[O-])[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,acidic,A,0,-1,14.1265,2.2454,6.8232,1.680975143,-33.20136233,-22.27963671,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.69702729,0,0,0,0.252734227,12.69520889,0.454545455,0,1.781149133,0,0,0,0,0.6082202,0.727928251,3,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0.677419355,0.19245009,0.111803399,0.076314114,0,0.316530919,0,0,3,0,0,5,8,4,0,2,7,71.134548
6086,COc1ccc(Br)c(C=O)c1O,7.5,COc1ccc(Br)c(C=O)c1O,COc1ccc(Br)c(C=O)c1[O-],acidic,A,0,-1,3.9499,1.1482,2.2242,-0.314937859,-11.82323136,-12.13816922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.218916,0,0,0,0.202341424,0,0.5,0,0.25,0.516397779,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.5,0,0,0,0,0.070766108,0,0,1,5,1,0,0,0,0,1,2,24.203551
6088,COc1ccc(C2=C(O)c3ccccc3C2=O)cc1,4.099999905,COc1ccc(C2=C(O)c3ccccc3C2=O)cc1,COc1ccc(C2=C([O-])c3ccccc3C2=O)cc1,acidic,A,0,-1,6.4053,0.8298,2.4165,-3.324474187,-13.2291826,-16.55365679,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67899521,0,0,0,0.184585252,0,0.5,0,0.25,0.285714286,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.789473684,0,0,0,0,0.170282146,0,0,0,11,4,0,0,0,0,1,2,38.567516
6089,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,10.90999985,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c([O-])c1,acidic,A,0,-1,19.6513,3.5035,8.6795,-2.903059273,-44.04789675,-46.07605163,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,3,0,31.36336009,0,0,0,0.215820884,9.126401088,0.47826087,0,0.843432665,1.676008997,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289473684,0.734693878,0,0,0,0,0.118318416,0,0,3,21,3,3,4,1,0,4,7,105.268099
6092,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,9.399999619,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,COc1ccc(N2CCOCC2)c2sc([N-]C(=O)N3CCC(C)(O)CC3)nc12,acidic,A,0,-1,11.178,1.5325,6.0349,-1.056118547,-28.60129063,-26.59008126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55975121,0,0,0,0.284119253,13.15907344,0.5,0,0.166666667,0.392559328,0,0,0,1.12468265,0.142857143,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.578947368,0.821428571,0,0.111803399,0,0,0.321607439,0,0,0,6,0,7,2,1,0,2,7,61.284618
6110,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,8.649999619,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,COc1ccccc1S(=O)(=O)[N-]c1ccc2c(c1)CN(C)C(=O)N2,acidic,A,0,-1,8.8728,1.8472,4.8222,-2.607122371,-23.42229924,-22.63599426,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896129,0,0,0,0.276927882,9.356788008,0.5,0,0.550321208,0.535324392,0,0,0,0.632455532,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1875,0.75,0.083333333,0.025499586,0.007361096,0,0.120061285,0,0,0,11,1,1,0,0,0,2,6,48.903481
6113,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCCOCC3)cc2c1=O,8.399999619,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCCOCC3)cc2c1=O,CS(=O)(=O)[N-]n1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCCOCC3)cc2c1=O,acidic,A,0,-1,10.3257,2.3602,6.4237,-0.513408222,-32.24039197,-26.82834608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94777161,0,0,1,0.288755516,12.9664097,0.454545455,0,1.450962705,0.403265577,0,0,0,1.437216448,0.2,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,4,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.466666667,0.607142857,0.11785113,0.064497903,0.003896748,0,0.07510298,0,0,1,4,2,5,1,0,0,2,7,50.716481
6115,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O,8.350000381,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O,CS(=O)(=O)[N-]n1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O,acidic,A,0,-1,5.7468,2.4989,4.5674,-0.926840344,-23.18099904,-20.11092256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30396516,0,0,0,0.338710976,9.43504731,0.5,0,1.450962705,0,0,0,0,1.414213562,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.476190476,0.144337567,0.064497903,0.004499577,0,0.070620421,0,0,1,4,2,1,0,0,0,2,5,34.013344
6121,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,10.39999962,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N([O-])C(N)=O,acidic,A,0,-1,7.0388,2.9715,3.7554,-2.199904398,-19.02253824,-19.96747132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.303044,0,0,0,0.298034643,5.466880486,0.5,0,0.333333333,0,0,0,0.5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.214285714,0.545454545,0,0,0,0,0.12782517,0,2,0,9,1,1,2,0,0,2,2,45.422895
6129,Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12,7.739999771,Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12,Cc1c(-c2ccccc2)c(=O)oc2cc([O-])ccc12,acidic,A,0,-1,5.8495,0.8472,2.0674,-3.326696941,-11.4290153,-13.38197897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26152356,0,0,0,0.200096284,0,0.5,0,0.166666667,0.707106781,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.842105263,0,0,0,0,0.087721216,0,0,1,10,4,1,0,0,0,1,2,38.567516
6141,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,9.460000038,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S([NH-])(=O)=O)cc2)cc1,acidic,A,0,-1,7.8708,1.9459,4.1017,-1.874426386,-20.76008604,-17.85760038,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.61161225,0,0,0,0.226621531,9.094066139,0.5,0,0.5,0,0,0.142857143,0.166666667,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0.117647059,0.653846154,0.288675135,0.042943117,0.013300153,0,0.142439301,0,0,0,13,2,2,0,0,0,1,4,48.730102
6154,Cc1ccc2c(c1)C(=O)C(=O)N2,9.800000191,Cc1ccc2c(c1)C(=O)C(=O)N2,Cc1ccc2c(c1)C(=O)C(=O)[N-]2,acidic,A,0,-1,3.3228,1.0153,2.0142,-1.879636711,-9.911281071,-10.95960803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.33795489,0,0,0,0.286685287,3.038693462,0.5,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.75,0,0,0,0,0.11263807,0,0,1,5,2,1,0,0,0,1,3,23.211551
6161,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,5.199999809,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,Cc1nc(-n2ccc([O-])cc2=O)sc1C(=O)NCc1ccccc1,acidic,A,0,-1,7.8093,1.5966,4.1345,-3.193905354,-20.03898184,-21.90855641,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05083876,0,0,0,0.32971407,9.55316494,0.5,0,0.474957126,0,0,0,0,0.632455532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.117647059,0.833333333,0,0,0,0,0.196084684,0,0,3,10,1,2,0,0,0,2,5,48.527895
6173,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,10.01000023,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S([NH-])(=O)=O)cc1,acidic,A,0,-1,7.2797,1.8338,3.356,-2.758221797,-16.56465105,-16.58642447,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76052001,0,0,0,0.301108808,5.476970425,0.454545455,0,0.5,0.25,0,0.125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0625,0.772727273,0.144337567,0.029444386,0.009814795,0,0.101805651,0,0,0,12,3,1,0,0,0,1,3,45.001102
6188,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,4.5,N#CC1=C(c2ccccc2)N=C(SCc2ccccc2)[NH2+]C1=O,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,acidic,A,0,-1,6.8573,0.9533,2.9187,-4.108532505,-13.69299713,-17.57597992,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02681764,0,0,0,0.29723146,8.734500795,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.058823529,0.869565217,0,0,0,0,0.075515166,1,0,1,11,3,1,0,0,0,1,3,47.350309
6193,N#Cc1cnc(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1,7.5,N#Cc1cnc(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1,N#Cc1cnc([N-]C(=O)Nc2ccc(Cl)c(Cl)c2)s1,acidic,A,0,-1,3.4863,1.7961,3.2544,-2.657170172,-14.63647228,-17.81087476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11556864,0,0,0,0.339943139,11.58598978,0.5,0,0,0,0,0.577757036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.736842105,0,0,0,0,0.123788743,1,0,1,7,0,0,0,0,0,2,5,35.822758
6194,N#Cc1csc(NC(=O)Nc2ccc(Cl)c(Cl)c2)n1,8.300000191,N#Cc1csc(NC(=O)Nc2ccc(Cl)c(Cl)c2)n1,N#Cc1csc([N-]C(=O)Nc2ccc(Cl)c(Cl)c2)n1,acidic,A,0,-1,3.3894,1.93,3.2917,-2.653824092,-14.80277247,-17.50889101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96222969,0,0,0,0.339943139,11.59686454,0.5,0,0,0,0,0.6359039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.736842105,0,0,0,0,0.123788743,1,0,1,7,0,0,0,0,0,2,5,35.822758
6200,NS(=O)(=O)Oc1ccc2nc(C=C3C4CC5CC(C4)CC3C5)oc2c1,8.260000229,NS(=O)(=O)Oc1ccc2nc(C=C3C4CC5CC(C4)CC3C5)oc2c1,[NH-]S(=O)(=O)Oc1ccc2nc(C=C3C4CC5CC(C4)CC3C5)oc2c1,acidic,A,0,-1,7.6869,1.9742,3.9779,-3.379851816,-19.54794455,-16.76163958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99381769,0,0,0,0.288241754,5.548702696,0.461538462,0,0.5,1.154700538,0,0.142857143,0,0,0,0,0,0,1,4,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.8,0,0.02404124,0,0,0.594176502,0,0,1,7,1,0,5,4,0,1,4,53.32386
6203,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,10.80000019,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Nc1cccc2c1C(=O)N(C1CCC(=O)[N-]C1=O)C2=O,acidic,A,0,-1,6.0047,3.0814,4.8608,-2.761424474,-23.27772467,-23.61438815,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.29463184,0,0,0,0.401245144,9.014091386,0.444444444,0,1.155514071,0,0,0.142857143,0.25,0.333333333,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0.75,0,0,0,0,0.196355402,0,0,4,4,2,0,3,0,0,2,7,36.722723
6216,O=C(NO)C1c2ccccc2-c2ccccc21,8.699999809,O=C(NO)C1c2ccccc2-c2ccccc21,O=C(N[O-])C1c2ccccc2-c2ccccc21,acidic,A,0,-1,4.8424,1.9456,2.2433,-2.860564054,-11.67215583,-14.53271989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86760356,0,0,0,0.219167513,2.728019672,0.428571429,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.764705882,0,0,0,0,0.238187559,0,0,1,8,4,0,0,1,0,2,1,34.678723
6217,O=C(NO)C1c2ccccc2Oc2ccccc21,8.399999619,O=C(NO)C1c2ccccc2Oc2ccccc21,O=C(N[O-])C1c2ccccc2Oc2ccccc21,acidic,A,0,-1,5.3038,1.954,2.8283,-2.935109943,-14.62798757,-17.56309751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01091904,0,0,0,0.242913072,2.728419712,0.428571429,0,0.333333333,0.365148372,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.777777778,0,0,0,0,0.096141862,0,0,1,10,2,0,0,1,0,2,1,35.480723
6218,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1,3.400000095,O=C(Nc1ccc(Cl)cc1)[NH2+]S(=O)(=O)c1ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Cl)cc1,acidic,A,0,-1,6.1722,1.8905,3.6297,-1.37710325,-18.47459369,-18.40721797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74090225,0,0,0,0.243183508,5.988000751,0.461538462,0,0.944940787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.761904762,0.102062073,0.025499586,0.008499862,0,0.093882692,0,0,0,12,0,0,0,0,0,2,5,41.41393
